,GarageType = Attchd,GarageType = Detchd,GarageType = BuiltIn,GarageType = CarPort,GarageType = Basment,GarageType = 2Types,GarageType = No_Garage,GarageFinish = RFn,GarageFinish = Unf,GarageFinish = Fin,GarageFinish = No_Garage,BsmtQual = Gd,BsmtQual = TA,BsmtQual = Ex,BsmtQual = Fa,BsmtQual = No Basement,BsmtFinType1 = GLQ,BsmtFinType1 = ALQ,BsmtFinType1 = Unf,BsmtFinType1 = Rec,BsmtFinType1 = BLQ,BsmtFinType1 = LwQ,BsmtFinType1 = No Basement,ExterQual = Gd,ExterQual = TA,ExterQual = Ex,ExterQual = Fa,KitchenQual = Gd,KitchenQual = TA,KitchenQual = Ex,KitchenQual = Fa,Foundation = PConc,Foundation = CBlock,Foundation = BrkTil,Foundation = Wood,Foundation = Slab,Foundation = Stone,HeatingQC = Ex,HeatingQC = Gd,HeatingQC = TA,HeatingQC = Fa,HeatingQC = Po,MasVnrType = BrkFace,MasVnrType = None,MasVnrType = Stone,MasVnrType = BrkCmn,Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,Hood_X,Hood_Y,NhMedGrThan,Neighborhood,SalePrice
1333,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1333,5,1360,1,297,803,803,1,6,1938,42.022697408389,-93.6019325630406,100000,IDOTRR,125500
1334,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1334,5,1365,2,440,765,765,1,7,1970,42.051736,-93.628117,100000,BrDale,125000
1335,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1335,6,1334,2,630,1350,1334,2,6,1977,42.0150957,-93.69798309999999,150000,NWAmes,167900
1336,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1336,5,1656,2,506,1656,1656,2,8,1973,42.0150957,-93.69798309999999,150000,NWAmes,135000
1337,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1337,4,693,0,0,693,693,1,4,1941,42.0290131428571,-93.61418499999999,100000,OldTown,52500
1338,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1338,7,1861,2,492,916,920,2,8,2002,42.015434,-93.6685882,150000,CollgCr,200000
1339,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1339,5,864,1,288,864,864,1,5,1972,42.015434,-93.6685882,150000,CollgCr,128500
1340,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1340,4,872,4,480,858,872,1,5,1971,42.0150957,-93.69798309999999,100000,NAmes,123000
1341,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1341,6,1114,2,576,1114,1114,1,6,2003,42.025818900000004,-93.6685531,150000,SawyerW,155000
1342,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1342,8,2169,2,647,1284,1284,2,7,2002,42.015434,-93.6685882,150000,CollgCr,228500
1343,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1343,6,1913,2,342,896,1172,1,9,1928,42.0188970439511,-93.64860285282259,200000,Crawfor,177000
1344,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1344,7,1456,2,440,728,728,2,8,2006,42.015434,-93.6685882,150000,CollgCr,155835
1345,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1345,4,960,1,308,960,960,1,5,1920,42.0290131428571,-93.61418499999999,100000,OldTown,108500
1346,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1346,7,2156,2,508,1568,2156,2,9,1968,42.0150957,-93.69798309999999,150000,NWAmes,262500
1347,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1347,8,1776,3,712,1732,1776,2,7,2006,41.999613000000004,-93.649627,200000,Timber,283463
1348,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1348,7,1494,2,514,1482,1494,2,5,1998,42.025818900000004,-93.6685531,150000,SawyerW,215000
1349,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1349,8,2358,0,0,684,938,2,8,1872,42.0290131428571,-93.61418499999999,100000,OldTown,122000
1350,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1350,5,2634,4,968,1248,1338,2,12,1969,42.0150957,-93.69798309999999,100000,NAmes,200000
1351,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1351,6,1716,2,490,858,858,1,8,1962,42.0150957,-93.69798309999999,100000,NAmes,171000
1352,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1352,6,1176,2,624,698,786,1,4,1937,42.026770299999995,-93.6170554,100000,BrkSide,134900
1353,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1353,8,3238,3,666,2033,2053,2,9,1995,42.0602355,-93.64982195100859,300000,NoRidge,410000
1354,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1354,7,1865,3,839,992,992,2,7,2000,42.015434,-93.6685882,150000,CollgCr,235000
1355,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1355,7,1920,2,487,570,1222,3,8,1968,42.0150957,-93.69798309999999,150000,NWAmes,170000
1356,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1356,5,892,1,264,864,892,1,5,1966,42.0150957,-93.69798309999999,100000,NAmes,110000
1357,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1357,5,1078,2,500,1078,1078,1,6,1971,42.0150957,-93.69798309999999,100000,NAmes,149900
1358,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1358,6,1573,2,440,756,769,2,5,2000,42.0513008,-93.6441328,200000,Somerst,177500
1359,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1359,9,1980,3,770,1980,1980,2,8,2004,42.0602355,-93.64982195100859,300000,NridgHt,315000
1360,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1360,5,2601,2,621,612,990,3,8,1921,42.0209321,-93.656672,100000,SWISU,189000
1361,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1361,7,1530,2,430,1530,1530,2,7,2005,42.0590794,-93.6345917,250000,StoneBr,260000
1362,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1362,4,1738,1,368,715,1281,2,7,1920,42.0150957,-93.69798309999999,100000,NAmes,104900
1363,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1363,6,1412,2,432,616,616,2,6,2006,42.074257700000004,-93.6544632306114,150000,Gilbert,156932
1364,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1364,7,1200,2,480,600,520,2,4,2005,42.0513008,-93.6441328,200000,Somerst,144152
1365,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1365,7,1674,2,663,814,814,2,7,2000,42.0513008,-93.6441328,200000,Somerst,216000
1366,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1366,7,1790,2,588,873,882,2,7,1999,42.015434,-93.6685882,150000,CollgCr,193000
1367,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1367,5,1475,1,336,757,925,2,6,1977,42.026770299999995,-93.6170554,0,MeadowV,127000
1368,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1368,6,848,2,420,848,848,1,4,2003,42.015434,-93.6685882,150000,CollgCr,144000
1369,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1369,8,1668,2,502,1657,1668,2,8,2003,42.015434,-93.6685882,150000,CollgCr,232000
1370,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1370,4,1374,1,338,840,840,1,6,1920,42.0290131428571,-93.61418499999999,100000,OldTown,105000
1371,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1371,6,1661,1,377,992,1661,1,8,1955,42.0150957,-93.69798309999999,100000,NAmes,165500
1372,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1372,7,2097,2,583,1108,1108,2,8,1998,42.015434,-93.6685882,150000,CollgCr,274300
1373,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1373,10,2633,3,804,2633,2633,2,8,2001,42.0602355,-93.64982195100859,300000,NoRidge,466500
1374,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1374,7,1958,3,936,1026,1026,2,9,2005,42.0513008,-93.6441328,200000,Somerst,250000
1375,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1375,8,1571,3,722,1571,1571,2,7,2007,41.999613000000004,-93.649627,200000,Timber,239000
1376,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1376,6,790,1,160,768,790,1,4,1930,42.0209321,-93.656672,100000,SWISU,91000
1377,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1377,5,1604,2,660,984,984,2,6,1941,42.015945,-93.6856328,100000,Edwards,117000
1378,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1378,6,987,1,264,483,483,1,5,1973,42.051736,-93.628117,100000,BrDale,83000
1379,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1379,5,1394,2,400,384,754,2,7,2006,41.999613000000004,-93.649627,200000,Timber,167500
1380,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1380,3,864,1,200,864,864,1,5,1914,42.015945,-93.6856328,100000,Edwards,58500
1381,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1381,6,2117,2,550,1205,2117,2,7,1970,42.0150957,-93.69798309999999,100000,NAmes,237500
1382,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1382,7,1762,2,576,596,998,1,8,1920,42.0290131428571,-93.61418499999999,100000,OldTown,157000
1383,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1383,5,1416,2,576,816,1416,2,7,1918,42.025818900000004,-93.6685531,100000,Sawyer,112000
1384,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1384,6,1258,1,280,560,698,1,6,1939,42.015945,-93.6856328,100000,Edwards,105000
1385,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1385,4,1154,1,240,796,796,1,7,1922,42.022697408389,-93.6019325630406,100000,IDOTRR,125500
1386,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1386,7,2784,2,564,1392,1392,3,12,1978,42.0150957,-93.69798309999999,150000,NWAmes,250000
1387,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1387,6,2526,1,216,714,1664,2,10,1916,42.0290131428571,-93.61418499999999,100000,OldTown,136000
1388,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1388,9,1746,3,758,1746,1746,2,7,2006,42.074257700000004,-93.6544632306114,150000,Gilbert,377500
1389,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1389,6,1218,2,440,735,869,1,6,1941,42.026770299999995,-93.6170554,100000,BrkSide,131000
1390,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1390,7,1525,2,541,1525,1525,2,6,2000,42.015434,-93.6685882,150000,CollgCr,235000
1391,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1391,5,1584,3,792,1584,1584,2,8,1967,42.0150957,-93.69798309999999,100000,NAmes,124000
1392,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1392,5,900,1,288,864,900,1,6,1967,42.0150957,-93.69798309999999,100000,NAmes,123000
1393,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1393,6,1912,2,672,482,1221,2,7,1905,42.0290131428571,-93.61418499999999,100000,OldTown,163000
1394,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1394,7,1500,3,648,1356,1500,2,6,2006,42.0599052,-93.63898309999999,150000,Blmngtn,246578
1395,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1395,8,2482,3,642,1094,1133,2,9,2005,41.999613000000004,-93.649627,200000,Timber,281213
1396,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1396,5,1687,2,572,747,1687,1,7,1948,41.999613000000004,-93.649627,200000,Timber,160000
1397,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1397,5,1513,1,180,939,939,1,8,1920,42.026770299999995,-93.6170554,100000,BrkSide,137500
1398,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1398,5,1904,1,240,1208,1136,1,7,1950,42.0150957,-93.69798309999999,100000,NAmes,138000
1399,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1399,6,1608,1,216,976,1160,2,7,1925,42.0209321,-93.656672,100000,SWISU,137450
1400,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1400,6,1158,1,208,862,950,1,5,1929,42.026770299999995,-93.6170554,100000,BrkSide,120000
1401,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1401,6,1593,2,398,839,864,2,8,2004,42.074257700000004,-93.6544632306114,150000,Gilbert,193000
1402,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1402,7,1294,2,662,1286,1294,2,6,2006,42.015434,-93.6685882,150000,CollgCr,193879
1403,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1403,8,1464,3,754,1485,1464,2,6,2007,42.0513008,-93.6441328,200000,Somerst,282922
1404,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1404,3,1214,3,936,672,694,1,6,1915,42.0290131428571,-93.61418499999999,100000,OldTown,105000
1405,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1405,8,1646,2,482,1594,1646,2,5,2004,42.0188970439511,-93.64860285282259,200000,Crawfor,275000
1406,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1406,5,768,2,396,768,768,1,5,1972,42.015434,-93.6685882,150000,CollgCr,133000
1407,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1407,5,833,0,0,833,833,1,5,1985,41.991126348388704,-93.60001159660851,150000,Mitchel,112000
1408,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1408,4,1363,2,528,622,741,1,6,1910,42.0290131428571,-93.61418499999999,100000,OldTown,125500
1409,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1409,7,2093,2,542,791,1236,2,7,1986,42.0150957,-93.69798309999999,150000,NWAmes,215000
1410,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1410,7,1840,2,622,944,944,2,6,2001,42.015434,-93.6685882,150000,CollgCr,230000
1411,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1411,6,1668,1,271,856,1112,1,6,1950,42.0150957,-93.69798309999999,100000,NAmes,140000
1412,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1412,4,1040,2,420,0,1040,2,6,1949,42.0150957,-93.69798309999999,100000,NAmes,90000
1413,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1413,8,1844,2,620,1844,1844,2,7,2005,42.025818900000004,-93.6685531,150000,SawyerW,257000
1414,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1414,6,1848,2,370,833,1053,1,8,1923,42.026770299999995,-93.6170554,100000,BrkSide,207000
1415,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1415,7,1569,3,660,1386,1569,2,7,2007,42.0599052,-93.63898309999999,150000,Blmngtn,175900
1416,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1416,4,2290,2,560,777,1246,2,11,1885,42.0290131428571,-93.61418499999999,100000,OldTown,122500
1417,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1417,8,2450,3,1069,1284,1310,2,7,1998,42.0602355,-93.64982195100859,300000,NoRidge,340000
1418,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1418,5,1144,1,336,1144,1144,1,6,1963,42.0150957,-93.69798309999999,100000,NAmes,124000
1419,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1419,6,1844,2,540,1844,1844,2,7,1969,42.0188970439511,-93.64860285282259,200000,Crawfor,223000
1420,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1420,6,1416,2,776,708,708,2,7,1968,42.0150957,-93.69798309999999,150000,NWAmes,179900
1421,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1421,6,1069,2,440,1069,1069,2,4,1977,42.050026466321505,-93.6270502836788,100000,NPkVill,127500
1422,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1422,6,848,2,420,848,848,1,3,2003,42.015434,-93.6685882,150000,CollgCr,136500
1423,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1423,6,2201,2,432,697,1575,2,8,1966,42.015945,-93.6856328,100000,Edwards,274970
1424,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1424,5,1344,1,484,1024,1344,1,6,1958,42.0150957,-93.69798309999999,100000,NAmes,144000
