,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,Neighborhood,ExterQual,KitchenQual,BsmtQual,GarageFinish,Foundation,HeatingQC,GarageType,MasVnrType,BsmtFinType1
621,240000,6,2614,2,624,1522,1548,2,9,1974,NWAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,None,ALQ
622,135000,5,980,2,484,980,980,1,6,1977,Sawyer,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,BLQ
623,168500,6,1512,2,440,756,756,2,4,2000,Somerst,Gd,Gd,Gd,Unf,PConc,Ex,Detchd,BrkFace,GLQ
624,165150,6,1790,2,484,732,1012,1,8,1972,NWAmes,TA,TA,TA,RFn,CBlock,Gd,Attchd,None,Rec
625,160000,6,1116,2,440,1116,1116,1,5,1962,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,Unf
626,139900,5,1422,1,286,978,1422,1,6,1960,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,None,Unf
627,153000,6,1520,1,364,1156,1520,1,7,1955,NAmes,TA,TA,TA,RFn,CBlock,Ex,Basment,BrkFace,BLQ
628,135000,5,2080,2,504,1040,1040,1,9,1969,NAmes,TA,Fa,Gd,Unf,PConc,TA,Attchd,BrkFace,Rec
629,168500,6,1350,2,520,1248,1350,1,6,1964,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,GLQ
630,124000,5,1750,1,240,636,1089,1,8,1880,OldTown,TA,Ex,Fa,Unf,BrkTil,TA,Detchd,None,Unf
631,209500,8,1554,2,627,1554,1554,2,6,2006,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
632,82500,7,1411,2,544,1386,1411,2,6,1977,NWAmes,TA,TA,TA,Fin,CBlock,TA,Attchd,BrkFace,ALQ
633,139400,5,1056,1,260,1056,1056,1,6,1954,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,None,BLQ
634,144000,6,1056,2,576,1056,1056,0,4,1980,OldTown,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,GLQ
635,200000,6,3395,0,0,1440,1440,2,14,1914,SWISU,Fa,Fa,TA,,CBlock,Ex,,None,LwQ
636,60000,2,800,0,0,264,800,1,4,1936,BrkSide,Fa,Fa,TA,,BrkTil,Fa,,None,Unf
637,93000,5,1387,1,256,811,811,2,7,1954,OldTown,TA,Gd,TA,Unf,CBlock,TA,BuiltIn,None,Unf
638,85000,5,796,0,0,796,796,1,4,1910,Edwards,TA,TA,Fa,,CBlock,Gd,,None,Unf
639,264561,8,1567,3,648,1520,1567,2,7,2006,Blmngtn,Gd,Ex,Gd,Fin,PConc,Ex,Attchd,None,GLQ
640,274000,8,1518,2,588,1518,1518,1,6,2003,NridgHt,Ex,Ex,Ex,RFn,PConc,Ex,Attchd,BrkFace,GLQ
641,226000,7,1929,2,650,1057,1057,2,7,2001,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
642,345000,8,2704,2,538,1952,2000,2,9,1972,NAmes,Gd,Ex,Gd,Fin,CBlock,Gd,Attchd,None,GLQ
643,152000,5,1620,2,462,780,780,2,7,1969,NWAmes,TA,TA,TA,Fin,CBlock,Ex,Attchd,BrkFace,Rec
644,370878,9,1766,3,478,1766,1766,2,7,2009,Somerst,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
645,143250,6,981,2,576,981,981,1,5,1971,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,None,ALQ
646,98300,5,1048,2,420,0,1048,1,7,1950,NAmes,TA,TA,,Unf,CBlock,Gd,Detchd,None,
647,155000,6,1094,2,495,1094,1094,1,5,1953,Edwards,TA,TA,TA,RFn,CBlock,Ex,Attchd,Stone,Rec
648,155000,6,1839,2,442,756,1051,1,7,1966,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,Unf
650,205950,7,1665,2,562,813,822,2,7,2007,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
651,108000,4,1510,1,296,755,755,1,7,1940,Edwards,TA,TA,TA,Unf,CBlock,TA,Detchd,None,Unf
652,191000,7,1716,2,512,880,909,2,7,1996,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
653,135000,6,1469,1,216,756,756,1,7,1906,IDOTRR,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,Unf
654,350000,8,2113,3,839,2109,2113,2,7,1995,NoRidge,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
655,88000,6,1092,1,264,525,525,1,6,1971,BrDale,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,Unf
656,145500,5,1053,1,312,1053,1053,1,5,1959,NAmes,Gd,Gd,TA,RFn,CBlock,Ex,Attchd,BrkFace,ALQ
657,149000,7,1502,1,270,776,851,1,6,1931,Crawfor,TA,TA,Gd,RFn,BrkTil,TA,Attchd,None,Unf
658,97500,6,1458,1,330,912,912,1,6,1948,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,None,Unf
659,167000,5,1486,2,480,1486,1486,1,7,1964,Edwards,TA,TA,TA,Fin,PConc,Ex,Detchd,None,BLQ
660,197900,7,1935,2,550,793,1142,2,7,1976,NWAmes,TA,TA,Gd,RFn,CBlock,TA,Attchd,BrkFace,Unf
661,402000,8,2448,3,711,1629,1686,2,8,1994,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
662,110000,6,1392,2,576,1392,1392,1,5,1968,NAmes,TA,TA,Fa,RFn,CBlock,Gd,Attchd,BrkFace,Unf
663,137500,4,1181,2,588,1138,1181,2,6,1972,Edwards,TA,TA,Gd,RFn,CBlock,TA,Detchd,None,BLQ
664,423000,8,2097,3,1134,2077,2097,1,8,2005,Somerst,Gd,Ex,Ex,Fin,PConc,Ex,Attchd,None,GLQ
665,230500,8,1936,2,504,1406,1454,2,7,2000,Gilbert,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,Unf
666,129000,6,2380,2,596,1021,1465,2,7,1965,NAmes,TA,TA,Gd,Unf,CBlock,TA,CarPort,BrkCmn,LwQ
667,193500,6,1679,2,575,1408,1679,2,7,1994,SawyerW,TA,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
668,168000,5,1437,2,576,1188,1437,1,6,1956,Sawyer,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Rec
669,137500,4,1180,1,252,700,1180,1,5,1922,Crawfor,TA,Fa,Fa,Unf,BrkTil,Ex,Detchd,None,Unf
670,173500,6,1476,2,540,738,738,2,7,2005,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
671,103600,6,1369,1,300,672,697,2,6,1925,Edwards,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,BLQ
672,165000,6,1208,2,546,1208,1208,1,6,1977,Veenker,Gd,TA,Gd,RFn,CBlock,TA,Attchd,None,ALQ
673,257500,6,1839,2,416,1477,1839,2,7,1957,Crawfor,TA,Gd,TA,Fin,PConc,Ex,Attchd,BrkFace,GLQ
674,140000,6,1136,1,384,1136,1136,1,5,1965,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,None,Rec
675,148500,6,1441,2,440,855,855,2,7,1978,NPkVill,TA,TA,TA,Unf,CBlock,TA,Attchd,None,ALQ
676,87000,4,1774,3,779,1095,1095,2,8,1900,OldTown,TA,TA,TA,Unf,BrkTil,Fa,2Types,None,Unf
677,109500,5,792,1,240,768,792,1,5,1924,OldTown,Gd,Gd,TA,Unf,BrkTil,Ex,Detchd,None,Unf
678,372500,8,2046,3,834,2046,2046,2,7,2008,StoneBr,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,Stone,Unf
679,128500,5,988,2,572,988,988,1,5,1961,Sawyer,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,Rec
680,143000,6,923,1,264,923,923,2,5,1980,SawyerW,TA,TA,Gd,RFn,CBlock,TA,Attchd,None,BLQ
681,159434,5,1520,1,281,793,848,1,6,1932,SWISU,TA,TA,TA,Unf,BrkTil,Ex,Detchd,None,Rec
682,173000,6,1291,2,431,1291,1291,1,6,1996,ClearCr,TA,Gd,Gd,Unf,PConc,Ex,Attchd,None,GLQ
683,285000,9,1668,3,702,1626,1668,2,7,2002,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,GLQ
684,221000,7,1839,2,486,1195,1195,2,7,1998,NoRidge,Gd,TA,Gd,Fin,PConc,Gd,Attchd,BrkFace,Unf
685,207500,7,2090,2,577,1190,1190,2,6,1984,StoneBr,Gd,Gd,Gd,Fin,CBlock,Gd,Attchd,None,GLQ
686,227875,7,1761,2,578,874,874,3,7,2007,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
687,148800,7,1102,2,480,551,551,2,4,2004,Somerst,Gd,Gd,Gd,Unf,PConc,Ex,Detchd,None,GLQ
688,392000,8,1419,2,567,1419,1419,2,7,2007,StoneBr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
689,194700,6,1362,2,460,1362,1362,2,6,2005,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,ALQ
690,141000,6,848,2,420,848,848,1,3,2004,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
691,755000,10,4316,3,832,2444,2444,3,10,1994,NoRidge,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
692,335000,7,2519,2,628,1210,1238,2,9,1989,Timber,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
693,108480,5,1073,1,326,1073,1073,1,4,1921,OldTown,TA,TA,TA,Unf,BrkTil,Ex,Detchd,None,Unf
694,141500,5,1539,2,576,927,1067,1,5,1936,BrkSide,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,Unf
695,176000,6,1137,2,551,1112,1137,2,5,1987,Timber,TA,Gd,Gd,Unf,CBlock,Gd,Attchd,BrkFace,GLQ
696,89000,5,616,1,205,616,616,1,4,1921,BrkSide,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,LwQ
697,123500,5,1148,1,308,980,1148,1,6,1952,Edwards,TA,TA,Ex,Unf,PConc,Fa,Detchd,None,LwQ
698,138500,5,894,1,336,894,894,1,5,1965,Sawyer,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,GLQ
699,196000,7,1391,2,530,1391,1391,2,5,2004,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
700,312500,8,1800,3,765,1800,1800,2,7,2002,Timber,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
701,140000,7,1164,2,528,1164,1164,1,6,1969,NWAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,Unf
702,361919,8,2576,3,666,1234,1264,2,10,2006,StoneBr,Ex,Ex,Ex,Fin,PConc,Ex,BuiltIn,BrkFace,Unf
703,140000,5,1812,2,672,360,1032,2,8,1900,OldTown,TA,Gd,Gd,Unf,BrkTil,Gd,Detchd,None,Unf
704,213000,7,1484,2,606,1473,1484,2,7,2004,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
705,55000,4,1092,0,0,0,372,2,7,1930,IDOTRR,Fa,Fa,,,Slab,Fa,,None,
706,302000,7,1824,2,739,1643,1824,2,5,1971,ClearCr,TA,Gd,Gd,Unf,CBlock,TA,Attchd,Stone,GLQ
707,254000,8,1324,2,550,1324,1324,2,6,2006,NridgHt,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
708,179540,7,1456,2,400,728,728,2,8,2007,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
709,109900,5,904,1,408,876,904,1,6,1966,Sawyer,TA,TA,TA,Unf,PConc,TA,Attchd,BrkCmn,Unf
710,52000,3,729,0,0,270,729,1,5,1935,BrkSide,Gd,TA,TA,,CBlock,Gd,,None,Unf
711,102776,4,1178,1,384,859,859,1,7,1900,IDOTRR,TA,TA,TA,RFn,Stone,Gd,Detchd,None,Unf
712,189000,8,1228,2,472,1228,1228,2,5,1988,StoneBr,Gd,Gd,Gd,Fin,PConc,Gd,Attchd,None,GLQ
713,129000,4,960,2,576,960,960,1,6,1970,BrkSide,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,ALQ
714,130500,6,1479,2,475,725,725,2,6,1976,Sawyer,Gd,Gd,TA,RFn,CBlock,Ex,Attchd,BrkFace,GLQ
715,165000,6,1350,2,478,1064,1350,2,7,1974,NWAmes,TA,TA,Gd,RFn,CBlock,TA,Attchd,BrkFace,Unf
716,159500,7,2554,2,704,718,1576,1,8,1890,OldTown,TA,TA,TA,Unf,BrkTil,Ex,Detchd,None,Unf
717,157000,5,1178,2,439,1176,1178,1,5,1973,NWAmes,TA,Gd,Gd,Unf,CBlock,Gd,Attchd,None,BLQ
718,341000,7,2418,3,983,1311,1325,2,9,1993,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
719,128500,5,971,1,300,971,971,1,5,1969,CollgCr,TA,TA,Gd,Unf,CBlock,TA,Attchd,None,ALQ
720,275000,8,1742,2,564,1742,1742,2,5,1985,StoneBr,Gd,Gd,Gd,RFn,PConc,TA,Attchd,None,GLQ
721,143000,6,848,2,420,848,848,1,3,2004,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
722,124500,4,864,2,463,864,864,1,5,1970,NAmes,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,ALQ
723,135000,4,1470,1,548,941,997,2,7,1954,Edwards,TA,TA,TA,Unf,PConc,Ex,Detchd,None,Unf
724,320000,9,1698,3,768,1698,1698,2,8,2007,Edwards,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
725,120500,4,864,2,660,864,864,1,5,1970,NAmes,TA,Gd,TA,Unf,CBlock,TA,Detchd,None,ALQ
726,222000,6,1680,2,540,880,1680,2,5,1988,Crawfor,Gd,Gd,Gd,Fin,CBlock,Ex,Attchd,BrkFace,GLQ
727,194500,7,1232,2,632,1232,1232,2,6,2007,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
728,110000,5,1776,3,888,1584,1776,2,9,1958,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,Unf
729,103000,4,1208,2,539,780,848,1,5,1925,IDOTRR,TA,TA,TA,Unf,CBlock,TA,Detchd,None,BLQ
730,236500,8,1616,2,608,1595,1616,2,5,1995,StoneBr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
731,187500,7,1146,2,438,868,1146,2,6,2003,Timber,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
732,222500,7,2031,2,541,1153,1153,2,8,1998,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,ALQ
733,131400,5,1144,1,264,864,1144,1,6,1961,Sawyer,TA,TA,TA,RFn,CBlock,Ex,Attchd,None,BLQ
734,108000,5,948,1,300,948,948,1,6,1968,Sawyer,TA,TA,TA,Unf,PConc,TA,Attchd,None,Unf
735,163000,7,1768,2,320,880,880,1,6,1914,OldTown,TA,TA,Gd,Unf,BrkTil,Fa,Detchd,None,Rec
736,93500,3,1040,2,400,0,1040,2,6,1950,NAmes,TA,TA,,Unf,CBlock,Gd,Detchd,None,
737,239900,8,1801,3,800,893,901,2,8,2005,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
738,179000,5,1200,0,0,1200,1200,3,5,1987,Edwards,TA,TA,Gd,,CBlock,TA,,None,GLQ
739,190000,7,1728,2,572,864,864,2,7,2004,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
740,132000,5,1432,2,360,264,768,2,7,1910,OldTown,TA,TA,Fa,Unf,BrkTil,Ex,Detchd,None,Unf
741,142000,6,912,1,288,912,912,1,5,1961,Sawyer,TA,Gd,TA,Unf,CBlock,Gd,Detchd,None,GLQ
742,179000,7,1349,2,539,1349,1349,2,6,2000,SawyerW,TA,TA,Gd,Unf,PConc,Ex,Attchd,BrkFace,Unf
743,175000,5,1464,2,480,520,1464,2,6,1963,Sawyer,TA,TA,Gd,RFn,CBlock,Ex,Attchd,None,ALQ
744,180000,8,1337,2,462,1337,1337,2,5,1993,StoneBr,Gd,Gd,Gd,RFn,PConc,Gd,Attchd,None,GLQ
745,299800,8,2715,2,831,1142,1175,3,11,1976,NWAmes,Ex,Gd,TA,Fin,CBlock,Ex,BuiltIn,BrkFace,GLQ
746,236000,7,2256,2,554,952,980,2,8,2000,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,None,GLQ
747,265979,7,2640,4,864,1240,1320,1,8,1880,OldTown,Gd,Gd,TA,Unf,Stone,TA,Detchd,None,Unf
748,260400,7,1720,2,527,1720,1720,2,7,1996,NoRidge,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
749,98000,4,1529,1,240,0,1088,2,9,1945,Edwards,TA,TA,,Unf,Slab,TA,Detchd,None,
750,96500,4,1140,0,0,576,792,1,7,1910,OldTown,TA,TA,TA,,BrkTil,Gd,,None,Unf
751,162000,7,1320,2,400,660,660,2,6,2003,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
752,217000,6,1494,2,576,1479,1494,2,6,1997,CollgCr,TA,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
753,275500,8,2098,3,878,1030,1038,2,8,2005,NridgHt,Gd,Ex,Gd,RFn,PConc,Gd,Attchd,BrkFace,Unf
754,156000,6,1026,2,440,1026,1026,1,5,1969,NAmes,TA,Gd,TA,RFn,CBlock,Gd,Detchd,None,GLQ
755,172500,6,1471,2,440,729,742,2,6,1999,Somerst,TA,TA,Gd,Unf,PConc,Gd,Detchd,BrkFace,GLQ
756,212000,8,1768,2,578,866,866,2,7,2007,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
757,158900,6,1386,2,440,672,672,2,6,1978,Sawyer,TA,TA,TA,Fin,CBlock,TA,Attchd,BrkCmn,Rec
758,179400,7,1501,2,440,744,757,2,6,1999,Somerst,TA,TA,Gd,Unf,PConc,Gd,Detchd,BrkFace,ALQ
759,290000,8,2531,3,752,1318,1328,2,9,1995,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,LwQ
760,127500,6,864,1,300,864,864,1,5,1959,NAmes,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,Rec
761,100000,5,1301,2,440,1145,1301,1,5,1924,BrkSide,TA,Fa,TA,Unf,PConc,TA,Detchd,None,LwQ
762,215200,7,1547,2,614,756,764,2,7,2009,Somerst,TA,Gd,Gd,Unf,PConc,Ex,Attchd,None,GLQ
763,337000,8,2365,3,856,1252,1268,2,8,1999,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
764,270000,8,1494,2,481,1494,1494,1,6,1995,Veenker,Gd,Ex,Gd,Fin,PConc,Ex,Attchd,None,LwQ
765,264132,9,1506,2,592,1498,1506,2,6,2008,Somerst,Gd,Ex,Gd,Fin,PConc,Ex,Attchd,Stone,Unf
766,196500,7,1714,2,496,980,980,2,7,1988,NWAmes,TA,TA,Gd,Unf,CBlock,TA,Attchd,BrkFace,GLQ
767,160000,6,1750,1,423,983,983,2,7,1940,Mitchel,TA,TA,Gd,Unf,CBlock,Ex,Attchd,None,ALQ
768,216837,7,1836,2,484,1860,1836,2,8,2004,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
769,538000,8,3279,3,841,1650,1690,3,12,2003,StoneBr,Ex,Ex,Gd,Fin,PConc,Ex,BuiltIn,BrkFace,ALQ
770,134900,5,858,2,576,858,858,1,5,1982,Sawyer,TA,TA,Gd,Unf,CBlock,TA,Detchd,None,GLQ
771,102000,4,1220,2,396,836,1220,1,6,1951,Edwards,TA,TA,Fa,Unf,CBlock,TA,Detchd,None,LwQ
772,107000,6,1117,2,672,1029,1117,1,6,1976,Edwards,TA,TA,TA,Unf,CBlock,TA,Detchd,None,ALQ
773,114500,5,912,1,275,912,912,1,5,1958,NAmes,TA,TA,TA,RFn,CBlock,Ex,Attchd,None,Rec
774,395000,8,1973,3,895,1935,1973,2,9,2006,NridgHt,Gd,Gd,Gd,Fin,PConc,Gd,Attchd,BrkFace,Unf
775,162000,6,1204,2,412,1204,1204,2,5,1998,Mitchel,TA,TA,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
776,221500,7,1614,3,865,1614,1614,2,7,2005,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
777,142500,5,894,2,440,864,894,1,5,1974,Sawyer,TA,TA,TA,Unf,CBlock,TA,Attchd,None,ALQ
778,144000,5,2020,2,630,0,2020,2,10,1977,SawyerW,TA,TA,,Unf,Slab,TA,Detchd,BrkFace,
779,135000,6,1004,2,504,975,1004,1,4,1977,Mitchel,TA,TA,Gd,Unf,CBlock,TA,Attchd,BrkFace,GLQ
780,176000,7,1253,2,402,1237,1253,2,6,1995,Gilbert,TA,TA,Gd,Fin,PConc,Gd,Attchd,BrkFace,Unf
781,175900,6,1603,2,484,761,810,2,7,1992,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,ALQ
782,187100,7,1430,2,605,1413,1430,2,6,2001,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
783,165500,5,1110,2,602,1097,1110,1,4,1978,Mitchel,TA,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
784,128000,6,1484,0,0,742,742,2,9,1914,OldTown,TA,TA,TA,,CBlock,Ex,,None,Unf
785,161500,6,1342,2,457,1372,1342,2,7,1967,NWAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,None,Rec
786,139000,5,1652,1,416,686,966,2,7,1915,OldTown,TA,TA,Fa,Unf,PConc,TA,Detchd,None,LwQ
787,233000,7,2084,2,618,956,956,2,8,2004,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,BuiltIn,None,GLQ
788,107900,4,901,1,281,901,901,1,4,1954,OldTown,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,Unf
789,187500,6,2087,2,444,832,976,2,9,1966,ClearCr,TA,Gd,TA,Fin,CBlock,Gd,Attchd,BrkFace,LwQ
790,160200,7,1145,2,397,1145,1145,2,5,2005,Blmngtn,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
791,146800,6,1062,2,539,1029,1062,1,5,1976,Mitchel,TA,TA,Gd,RFn,PConc,TA,Attchd,None,ALQ
792,269790,7,2013,2,455,1117,1127,2,8,1996,NoRidge,Gd,TA,Gd,Unf,PConc,Ex,Attchd,None,GLQ
793,225000,8,1496,2,474,1496,1496,2,7,2007,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,Unf
794,194500,7,1895,2,409,712,1086,2,7,1994,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
795,171000,6,1564,2,476,650,888,2,7,1980,SawyerW,TA,TA,Gd,Unf,CBlock,TA,Attchd,BrkFace,Unf
796,143500,6,1285,2,528,660,1285,1,7,1977,Sawyer,TA,TA,TA,RFn,CBlock,Ex,Attchd,BrkFace,Unf
797,110000,5,773,1,240,773,773,1,4,1953,NAmes,TA,TA,TA,Unf,CBlock,Gd,Attchd,None,BLQ
798,485000,9,3140,3,820,1926,1966,3,11,2008,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,BuiltIn,Stone,Unf
799,175000,5,1768,1,240,731,981,1,7,1937,SWISU,TA,Gd,Gd,Unf,BrkTil,Ex,Detchd,BrkFace,ALQ
800,200000,6,1688,2,603,616,616,2,8,1997,ClearCr,TA,Gd,Gd,RFn,PConc,Gd,Attchd,None,GLQ
801,109900,4,1196,2,440,1196,1196,1,5,1916,IDOTRR,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,LwQ
802,189000,7,1456,2,410,728,728,2,7,2005,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
803,582933,9,2822,3,1020,1734,1734,3,12,2008,NridgHt,Ex,Ex,Ex,RFn,PConc,Ex,BuiltIn,Stone,Unf
804,118000,5,1128,1,286,936,1128,1,5,1954,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,None,LwQ
805,227680,7,1428,2,554,1417,1428,2,6,2008,Somerst,Gd,Ex,Gd,RFn,PConc,Ex,Attchd,Stone,Unf
806,135500,5,980,1,384,980,980,2,6,1967,NAmes,TA,TA,TA,Fin,PConc,Gd,Attchd,None,ALQ
807,223500,5,1576,2,528,1324,1072,1,6,1923,BrkSide,TA,Gd,TA,RFn,CBlock,Ex,Attchd,None,GLQ
808,159950,5,1086,2,484,1024,1086,1,6,1966,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,ALQ
809,106000,5,2138,2,360,849,1075,2,11,1898,OldTown,TA,TA,TA,Unf,PConc,TA,Detchd,None,Unf
810,181000,6,1309,2,484,1040,1309,1,5,1974,NWAmes,TA,Gd,TA,RFn,CBlock,Fa,Attchd,BrkFace,ALQ
811,144500,6,848,2,420,848,848,1,4,2004,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
812,55993,5,1044,2,504,540,1044,1,4,1952,IDOTRR,Fa,Fa,TA,Unf,CBlock,TA,Basment,None,Unf
813,157900,6,1442,1,301,1442,1442,1,7,1958,NAmes,TA,TA,TA,RFn,CBlock,Gd,Attchd,BrkFace,Rec
814,116000,5,1250,1,280,686,686,1,7,1918,Edwards,TA,Fa,TA,Unf,BrkTil,Gd,Detchd,None,Unf
815,224900,7,1661,2,598,1649,1661,2,6,1998,CollgCr,TA,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,Unf
816,137000,5,1008,1,275,1008,1008,1,4,1954,NAmes,TA,TA,TA,RFn,CBlock,Gd,Attchd,None,BLQ
817,271000,8,1689,3,857,1568,1689,2,7,2002,Mitchel,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
818,155000,6,1052,2,440,1010,1052,1,6,1971,ClearCr,TA,TA,TA,Unf,CBlock,Gd,Attchd,BrkFace,GLQ
819,224000,7,1358,2,484,1358,1358,2,6,2009,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
820,183000,7,1640,2,595,798,798,2,6,2003,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
821,93000,4,936,2,576,936,936,1,4,1953,OldTown,Fa,TA,Fa,Unf,CBlock,TA,Detchd,None,Unf
822,225000,7,1733,2,433,847,847,2,7,2003,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,None,Unf
823,139500,6,1489,1,240,778,944,2,7,1940,SWISU,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,Unf
824,232600,8,1489,2,776,1489,1489,2,7,2006,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
825,385000,10,2084,3,1220,2078,2084,2,7,2007,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
826,109500,5,784,0,0,784,784,1,5,1924,BrkSide,TA,Gd,TA,,BrkTil,Gd,,None,ALQ
827,189000,7,1434,2,527,1454,1434,2,6,2001,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
